ProductId,Price,Product,Producer,Quantity,TypeOfFood,Supermarket,Date
9380,6.1,Mars Ice Cream 6x51ml,Mars,0.297,Frozen,Coop,2023-05-23
9383,8.95,Magnum Ice Cream Intense Dark Mini 6-pack,Magnum,0.33,Frozen,Coop,2023-05-23
9386,,None,None,0.6,Frozen,Coop,2023-05-23
9388,10.95,Frisco Extrême Stracciatella & Chocolate Ice Cream Cones 6 Pieces,Frisco,0.87,Frozen,Coop,2023-05-23
9389,7.95,Nuii Salted Caramel & Macadamia 4x90ml,NUII,0.36,Frozen,Coop,2023-05-23
9390,9.5,Magnum White 6 x 110 ml,Magnum,0.66,Frozen,Coop,2023-05-23
9392,13.2,Frisco Coffee Ice Cream Cup 4x  190ml,Frisco,0.76,Frozen,Coop,2023-05-23
9395,5.3,Naturaplan Organic Vanilla Ice Cream,Coop,0.48,Frozen,Coop,2023-05-23
9403,9.5,Magnum Double Gold Caramel 4x85ml,Magnum,0.34,Frozen,Coop,2023-05-23
9405,13.5,Mövenpick Blueberry Meringue,Mövenpick,0.9,Frozen,Coop,2023-05-23
9412,11.95,Mövenpick Maple Walnut,Mövenpick,0.9,Frozen,Coop,2023-05-23
9415,7.3,Vanilla Ice Cream Pops 12 Pieces,Coop,0.684,Frozen,Coop,2023-05-23
9422,10.5,Ben&Jerry's Peanut Butter Cup,Ben&Jerry's,0.465,Frozen,Coop,2023-05-23
9423,9.95,Naturaplan Organic Vanilla Ice Cream,Coop,0.9,Frozen,Coop,2023-05-23
9432,,None,None,0.5,Frozen,Coop,2023-05-23
9433,10.5,Lusso Stracciatella ice cream 8x80ml,Lusso,0.64,Frozen,Coop,2023-05-23
9437,13.5,Mövenpick Raspberry & Strawberry Sorbet,Mövenpick,0.9,Frozen,Coop,2023-05-23
9440,7.95,Magnum Almond vegan 3x90ml,Magnum,0.27,Frozen,Coop,2023-05-23
9443,7.95,Frisco Friscolino Vanille & Strawberry Ice Cream Bars 6 Pieces,Frisco,0.45,Frozen,Coop,2023-05-23
9445,11.95,Mövenpick Panna Cotta Raspberry,Mövenpick,0.9,Frozen,Coop,2023-05-23
9446,7.95,Smarties Cones 6x 65ml,Smarties,0.39,Frozen,Coop,2023-05-23
9459,9.5,Frisco Vanilla Ice Cream Sandwiches 8 Pieces,Frisco,0.6,Frozen,Coop,2023-05-23
9460,7.3,Chocolate Ice Cream Pops 12 Pieces,Coop,0.684,Frozen,Coop,2023-05-23
9463,5.5,Nestlé Maxibon Ice Cream Pops,Nestlé,0.25,Frozen,Coop,2023-05-23
9468,,None,None,0.5,Frozen,Coop,2023-05-23
9469,11.95,Mövenpick Pistachio,Mövenpick,0.9,Frozen,Coop,2023-05-23
9470,7.95,Nuii Dark Nordic Berry Ice Cream Bars 4 Pieces,NUII,0.36,Frozen,Coop,2023-05-23
9476,7.5,JaMaDu Tropical Fun Pops 12x50ml,Coop,0.6,Frozen,Coop,2023-05-23
9477,9.5,Magnum Double Sunlover 4x85ml,Magnum,0.34,Frozen,Coop,2023-05-23
9478,11.95,Mövenpick Passionfruit Mango & Cream,Mövenpick,0.9,Frozen,Coop,2023-05-23
9486,6.95,Frisco Pirulo Watermelon 5x73ml,Frisco,0.365,Frozen,Coop,2023-05-23
9487,8.8,Free From Lactose Free Vanilla Ice Cream,Coop,0.9,Frozen,Coop,2023-05-23
9490,9.95,Häagen-Dazs Salted Caramel Ice Cream Pint,Häagen Dazs,0.46,Frozen,Coop,2023-05-23
9498,8.95,Fine Food Mango Sorbet,Coop,0.5,Frozen,Coop,2023-05-23
9500,13.5,Mövenpick Cold Brew Coffee&Choco,Mövenpick,0.9,Frozen,Coop,2023-05-23
9501,11.95,Häagen-Dazs Favorite Selection Ice Cream Minicups 4x95ml,Häagen Dazs,0.38,Frozen,Coop,2023-05-23
9502,13.5,Mövenpick Vanilla Brownie,Mövenpick,0.9,Frozen,Coop,2023-05-23
9505,6.35,Nuii Mini Adventure New York & Texan 6x55ml,NUII,0.33,Frozen,Coop,2023-05-23
9509,10.5,Ben&Jerry's Half Baked Cookies,Ben&Jerry's,0.465,Frozen,Coop,2023-05-23
9510,5.55,Sapori Amarena Stick 6x75ml,Sapori d'Italia,0.45,Frozen,Coop,2023-05-23
9512,7.95,Naturaplan Organic Almond Mini Ice Cream Lolly 6x60ml,Coop,0.36,Frozen,Coop,2023-05-23
9518,10.95,Frisco Extrême Mini Coffee & Stracciatella Ice Cream Cones 8 Pieces,Frisco,0.48,Frozen,Coop,2023-05-23
9519,7.95,Nuii New York Cookies & Cream 4x90ml,NUII,0.36,Frozen,Coop,2023-05-23
9525,13.5,Mövenpick Lemon & Lime Sorbet,Mövenpick,0.9,Frozen,Coop,2023-05-23
9527,5.3,Naturaplan Organic Chocolate Ice Cream,Coop,0.48,Frozen,Coop,2023-05-23
9529,5.95,Vanilla Ice Cream Cones 6 Pieces,Coop,0.75,Frozen,Coop,2023-05-23
9533,7.95,Nuii Italian Hazelnut Ice Cream 4x90ml,NUII,0.36,Frozen,Coop,2023-05-23
9535,12.95,Frisco Extrême Ice Cream Café 6x145ml,Frisco,0.87,Frozen,Coop,2023-05-23
9536,13.5,Mövenpick Passion Fruit & Mango Sorbet,Mövenpick,0.9,Frozen,Coop,2023-05-23
9538,5.2,Limonetta Ice Cream Pops 6 Pieces,Coop,0.528,Frozen,Coop,2023-05-23
9540,,None,None,0.64,Frozen,Coop,2023-05-23
9541,11.95,Häagen-Dazs Classic Collection Ice Cream Minicups 4x95ml,Häagen Dazs,0.38,Frozen,Coop,2023-05-23
9544,10.5,Ben&Jerry's Sundae Dulce-De-lish 427ml,Ben&Jerry's,0.427,Frozen,Coop,2023-05-23
9545,5.95,Stracciatella Ice Cream Cones 6 Pieces,Coop,0.75,Frozen,Coop,2023-05-23
9546,5.8,Naturaplan Organic Birthday Cake Ice Cream,Coop,0.48,Frozen,Coop,2023-05-23
9548,,None,None,0.3,Frozen,Coop,2023-05-23
9551,5.95,Alex Jacky Strawberry & Marshmallow Ice Cream,Coop,0.48,Frozen,Coop,2023-05-23
9552,8.95,Halo Top Sea Salt Caramel Ice Cream,HALO TOP,0.473,Frozen,Coop,2023-05-23
9553,8.95,Fine Food Coconut Milk Gelato,Coop,0.5,Frozen,Coop,2023-05-23
9554,13.5,Mövenpick Cookies & Caramel,Mövenpick,0.9,Frozen,Coop,2023-05-23
9555,8.95,Fine Food Gelato Stracciatella,Coop,0.5,Frozen,Coop,2023-05-23
9556,8.95,Fine Food Raspberry Sorbet,Coop,0.5,Frozen,Coop,2023-05-23
9559,11.5,Ben&Jerry's Salted Caramel Brownie vegan,Ben&Jerry's,0.465,Frozen,Coop,2023-05-23
9561,10.95,Mövenpick Salted Caramel Macadamia vegan,Mövenpick,0.5,Frozen,Coop,2023-05-23
9566,7.5,Oreo Mini Ice Cream Pops 6x50ml,Oreo,0.3,Frozen,Coop,2023-05-23
9568,10.5,Ben&Jerry's Netflix Chill'd,Ben&Jerry's,0.465,Frozen,Coop,2023-05-23
9570,8.95,Naturaplan Organic Strawberry Ice Cream Lolly 8x60ml,Coop,0.48,Frozen,Coop,2023-05-23
9572,6.95,Karma Oat Ice Lolly 6x60ml,Coop,0.36,Frozen,Coop,2023-05-23
9574,7.95,Frisco Pirulo Cactus Parade 9x45ml,Frisco,0.405,Frozen,Coop,2023-05-23
9577,10.95,Frisco Pralinato Vanilla Almond 6x80ml,Frisco,0.48,Frozen,Coop,2023-05-23
9578,7.5,Calippo Mini Orange Lime 5x80ml,Lusso,0.4,Frozen,Coop,2023-05-23
9581,9.5,Frisco Family Mix Pack 8x56ml,Frisco,0.448,Frozen,Coop,2023-05-23
9583,9.5,Magnum Double Starchaser 4x85ml,Magnum,0.34,Frozen,Coop,2023-05-23
9585,8.5,Chiefs Salted Caramel Ice Cream,Chiefs,0.5,Frozen,Coop,2023-05-23
9587,7.5,Toblerone Ice Cream Bars 6 Pieces,Toblerone,0.3,Frozen,Coop,2023-05-23
9588,5.95,Alex Jacky Cherry Chocolate & Marzipan Ice Cream,Coop,0.48,Frozen,Coop,2023-05-23
9589,13.2,Frisco Vanilla & Cherry Ice Cream Cup with Kirsch 4x  190ml,Frisco,0.76,Frozen,Coop,2023-05-23
9590,7.95,Frisco Coupe Café Mini Glace 6x70ml,Frisco,0.42,Frozen,Coop,2023-05-23
9591,13.1,Pralinato Discovery 6x85ml + 1x80ml 2x  590ml,Frisco,1.18,Frozen,Coop,2023-05-23
9592,9.95,Häagen-Dazs Macadamia Nut Brittle Ice Cream Pint,Häagen Dazs,0.46,Frozen,Coop,2023-05-23
9594,11.5,Ben&Jerry's Vegan Cookies on Cookie Dough Ice Cream,Ben&Jerry's,0.465,Frozen,Coop,2023-05-23
9597,10.95,en & Jerry's the classic cool-lection 4x100ml,Ben&Jerry's,0.4,Frozen,Coop,2023-05-23
9599,10.95,Frisco Extrême Chocolate 6x145ml,Frisco,0.87,Frozen,Coop,2023-05-23
9600,5.95,Strawberry ice cream cones 6x125ml,Coop,0.75,Frozen,Coop,2023-05-23
9603,10.95,Frisco Extrême Mini Banana Split 8x60ml,Frisco,0.48,Frozen,Coop,2023-05-23
9605,6.95,Pirulo Tropical Mini Ice Cream 6x50ml,Frisco,0.3,Frozen,Coop,2023-05-23
9607,8.95,Fine Food Gelato Fior d.L. Caffè 500ml,Coop,0.5,Frozen,Coop,2023-05-23
9609,13.5,Mövenpick Tiramisù,Mövenpick,0.81,Frozen,Coop,2023-05-23
9613,9.95,Häagen-Dazs Strawberry Cheesecake Ice Cream Pint,Häagen Dazs,0.46,Frozen,Coop,2023-05-23
9616,8.95,Karma Oat Vanilla Cone 6x120ml,Coop,0.72,Frozen,Coop,2023-05-23
9617,5.95,Alex Jacky Vanilla Caramel & Cookie Ice Cream,Coop,0.48,Frozen,Coop,2023-05-23
9620,8.5,Chiefs Ice Latte Macchiato,Chiefs,0.5,Frozen,Coop,2023-05-23
9621,10.95,Frisco Extrême Strawberry 6x145ml,Frisco,0.87,Frozen,Coop,2023-05-23
9622,9.95,Häagen-Dazs Cookies & Cream Ice Cream Pint,Häagen Dazs,0.46,Frozen,Coop,2023-05-23
9624,13.5,Mövenpick Chocolate Hazelnut Brittle,Mövenpick,0.9,Frozen,Coop,2023-05-23
9625,5.8,Naturaplan Organic Exotic Ice Cream,Coop,0.48,Frozen,Coop,2023-05-23
9626,13.5,Mövenpick Cookie Dough,Mövenpick,0.9,Frozen,Coop,2023-05-23
9628,,None,None,0.5,Frozen,Coop,2023-05-23
9629,5.8,Naturaplan Organic Stracciatella Ice Cream,Coop,0.48,Frozen,Coop,2023-05-23
9630,8.5,Chocolate Ice Cream,Coop,0.9,Frozen,Coop,2023-05-23
9631,8.5,Colombian Coffee Ice Cream,Coop,0.9,Frozen,Coop,2023-05-23
9632,6.1,Dose Citron Sorbet,Coop,0.9,Frozen,Coop,2023-05-23
9634,5.95,Pistachio ice cream cones 6x125ml,Coop,0.75,Frozen,Coop,2023-05-23
9635,10.5,Ben&Jerry's Cookie Vermont-ster Sundae,Ben&Jerry's,0.427,Frozen,Coop,2023-05-23
9638,12.95,Frisco Extrême Ice Cream Lemon & Lime 6x145ml,Frisco,0.87,Frozen,Coop,2023-05-23
9639,8.95,Halo Top Gooey Brownie 473ml,HALO TOP,0.473,Frozen,Coop,2023-05-23
9642,,None,None,2.5,Frozen,Coop,2023-05-23
9643,7.5,Fairtrade Can Stracciatella,Coop,2.0,Frozen,Coop,2023-05-23
9644,8.5,Double Cream & Caramel Ice Cream,Coop,0.9,Frozen,Coop,2023-05-23
9645,11.95,Häagen-Dazs Caramel Attraction Ice Cream Minicups 4x95ml,Häagen Dazs,0.38,Frozen,Coop,2023-05-23
9649,7.3,Daim Glace Tub,Daim,0.48,Frozen,Coop,2023-05-23
9654,9.2,Ovomaltine Crunchy Ice Cream Pops 4 Pieces,Ovomaltine,0.4,Frozen,Coop,2023-05-23
9655,8.95,Chiefs Ice Bar Raspberry & Cream  4x73ml,Chiefs,0.292,Frozen,Coop,2023-05-23
9657,9.95,Häagen-Dazs Vanilla Ice Cream Pint,Häagen Dazs,0.46,Frozen,Coop,2023-05-23
9664,8.95,Magnum Mini Caramel Mix 6x55ml,Magnum,0.33,Frozen,Coop,2023-05-23
9665,10.95,Frisco Extrême Vanilla & Chocolate Ice Cream Cones 8 Pieces,Frisco,1.16,Frozen,Coop,2023-05-23
9667,12.95,Frisco Extrême Banana Split 6x145ml,Frisco,0.87,Frozen,Coop,2023-05-23
9669,8.95,Halo Top Chocolate Chip Cookie Dough,HALO TOP,0.473,Frozen,Coop,2023-05-23
9672,8.85,Emmi Caffè Latte Ice Cream Macchiato 3x  110ml,Emmi,0.33,Frozen,Coop,2023-05-23
9673,5.95,Strawberry ice cream tub,Coop,0.9,Frozen,Coop,2023-05-23
9674,9.95,Ovo Crunchy Ice 8x60ml,Ovomaltine,0.48,Frozen,Coop,2023-05-23
9676,9.2,Extrême Cookie Cone Caramel 4x110ml,Frisco,0.44,Frozen,Coop,2023-05-23
9677,11.95,Mövenpick Fior di Latte 900ml,Mövenpick,0.9,Frozen,Coop,2023-05-23
9679,8.85,Frisco Pirulo Hello Kitty 3x  80ml,Frisco,0.24,Frozen,Coop,2023-05-23
9681,7.95,Frisco Winnetou Mini Ice Lolly 12-pack,Frisco,0.324,Frozen,Coop,2023-05-23
9684,5.95,Karma Hazelnut Chocolate Freeze Ice Cream,Coop,0.48,Frozen,Coop,2023-05-23
9688,10.1,Mövenpick Vegan Strawberry,Mövenpick,0.48,Frozen,Coop,2023-05-23
9690,5.95,Karma Oat Freeze Salted Caramel,Coop,0.48,Frozen,Coop,2023-05-23
9692,11.5,Ben&Jerry's Pish Food vegan 465ml,Ben&Jerry's,0.465,Frozen,Coop,2023-05-23
9693,6.95,Lusso Calippo Super Mix 5x105ml,Lusso,0.525,Frozen,Coop,2023-05-23
9694,9.5,Mini Twister Pineapple 8x50ml,Lusso,0.05,Frozen,Coop,2023-05-23
9695,9.95,Häagen Dazs Macaron Double Chocolat Ganache,Häagen Dazs,0.42,Frozen,Coop,2023-05-23
9696,7.3,Coop Lutscher Exotic 12x57ml,Coop,0.684,Frozen,Coop,2023-05-23
9698,5.95,Free From Fairtrade Exotic Vanilla 4x100ml,Coop,0.4,Frozen,Coop,2023-05-23
9701,5.95,Naturaplan Organic Strawberry Sorbet,Coop,0.48,Frozen,Coop,2023-05-23
9703,9.5,Ovo Crunchy Ice 6x100ml,Ovomaltine,0.6,Frozen,Coop,2023-05-23
9706,6.95,Vanilla Chocolate Ice Cream Cup,Coop,2.0,Frozen,Coop,2023-05-23
9709,5.95,Karma Oat Freeze Vanilla,Coop,0.48,Frozen,Coop,2023-05-23
9710,6.95,Sapori Pistacchio granella Sicilia 600ml,Sapori d'Italia,0.6,Frozen,Coop,2023-05-23
9711,13.5,Mövenpick Plum,Mövenpick,0.9,Frozen,Coop,2023-05-23
9712,6.95,Pro Montagna Mountain Blueberry Ice Cream with Yogurt,Coop,0.48,Frozen,Coop,2023-05-23
9713,14.95,Paleta Organic Mango & Passion Ice Cream 6x80ml,Paleta Loca,0.48,Frozen,Coop,2023-05-23
9714,7.3,Toblerone Ice Cream Tub,Toblerone,0.48,Frozen,Coop,2023-05-23
9715,8.95,Cornetto Soft Cookie&Chocolate 4x140ml,Cornetto,0.56,Frozen,Coop,2023-05-23
9718,,None,None,0.42,Frozen,Coop,2023-05-23
9719,7.3,Oreo Cookie Ice Cream,Oreo,0.48,Frozen,Coop,2023-05-23
9722,7.95,Nuii Mini Adventure Salted Caramel & Australian Macadamia 6x55ml,NUII,0.33,Frozen,Coop,2023-05-23
9725,9.95,Lusso Kids Mix 542ml,Lusso,0.542,Frozen,Coop,2023-05-23
9726,9.2,Extrême Cookie Cone Vanille 4x110ml,Frisco,0.44,Frozen,Coop,2023-05-23
9729,6.95,Frisco Winnetou Ice Lolly 6-pack,Frisco,0.48,Frozen,Coop,2023-05-23
9730,9.2,Frisco Extrême Cookie Strawberry 4x110ml,Frisco,0.44,Frozen,Coop,2023-05-23
9732,8.95,Karma Cornet Mango/Passion 6x120ml,Coop,0.72,Frozen,Coop,2023-05-23
9733,10.95,Frisco Pralinato Blond Ice Cream 6-pack,Frisco,0.48,Frozen,Coop,2023-05-23
9738,5.95,Karma Cocos Freeze Chocolate Chips,Coop,0.48,Frozen,Coop,2023-05-23
9741,9.95,Häagen Dazs Macaron Strawberry & Raspberry,Häagen Dazs,0.42,Frozen,Coop,2023-05-23
9743,7.95,Nuii Mini Adventure Italian Roasted Hazelnut & Almond Java Vanilla 6x55ml,NUII,0.33,Frozen,Coop,2023-05-23
9744,10.95,Frisco Extrême Vanilla 6x145ml,Frisco,0.87,Frozen,Coop,2023-05-23
9745,7.1,Häagen-Dazs Ice Cream Chocolate Collection Minicups,Häagen Dazs,0.38,Frozen,Coop,2023-05-23
9746,8.95,Cornetto Soft Caramel & Hazelnut 4x140ml,Cornetto,0.56,Frozen,Coop,2023-05-23
9747,14.95,Paleta Organic Chocolate Ice Cream 6x80ml,Paleta Loca,0.48,Frozen,Coop,2023-05-23
9748,10.95,Frisco Extrême Cornets Vanilla & Chocolate assorted 6-pack,Frisco,0.87,Frozen,Coop,2023-05-23
9751,7.95,Magnum Raspberry vegan 3x90ml,Magnum,0.27,Frozen,Coop,2023-05-23
9752,8.5,Nestlé Mini Maxibon Ice Cream Sandwiches 6 Pieces,Nestlé,0.51,Frozen,Coop,2023-05-23
9753,7.3,Mocha Ice Cream Lolly 12x57ml,Coop,0.684,Frozen,Coop,2023-05-23
9754,14.95,Paleta Organic Hibiscus & Raspberry Ice Cream 6x80ml,Paleta Loca,0.48,Frozen,Coop,2023-05-23
9755,7.95,Lotus Biscoff Ice Mini White 6x60ml,Lotus,0.36,Frozen,Coop,2023-05-23
9756,6.95,Lusso Twister Monstaah 4x70ml,Lusso,0.28,Frozen,Coop,2023-05-23
9757,6.35,Nuii Mini Salted Caramel & Nordic Berry 6x55ml,NUII,0.33,Frozen,Coop,2023-05-23
9760,9.95,Snickers Glace Tub,Snickers,0.45,Frozen,Coop,2023-05-23
9762,6.95,Sapori d'Italia Bacio 600ml,Sapori d'Italia,0.6,Frozen,Coop,2023-05-23
9763,9.2,Big Ice Cream Sticks Caramello 6x120ml,Coop,0.72,Frozen,Coop,2023-05-23
9765,6.95,Nice Organic Fruit Pops Raspberry & Hibiscus 5x45ml,NICE,0.225,Frozen,Coop,2023-05-23
9766,10.95,Mövenpick Hazelnnut Choco Cookie vegan,Mövenpick,0.5,Frozen,Coop,2023-05-23
9768,5.5,Parfait Mokka 4x100ml,Coop,0.4,Frozen,Coop,2023-05-23
9769,7.1,Häagen Dazs Macaron Collection,Häagen Dazs,0.095,Frozen,Coop,2023-05-23
9770,8.5,Bourbon Vanilla Tub,Coop,0.9,Frozen,Coop,2023-05-23
9771,7.95,Lotus Biscoff Ice Cream Mini 6x60ml,Lotus,0.36,Frozen,Coop,2023-05-23
9773,8.95,Lusso Twinni 9x72ml,Lusso,0.648,Frozen,Coop,2023-05-23
9776,8.95,Karma Oat Cornets Maple Walnut 6x120ml,Coop,0.72,Frozen,Coop,2023-05-23
9777,5.8,Naturaplan Organic Ice Cream Yoghurt & Honey,Coop,0.48,Frozen,Coop,2023-05-23
9779,6.95,Frisco Pirulo Frutti Stick 5x70ml,Frisco,0.35,Frozen,Coop,2023-05-23
9780,8.8,Lotus Biscoff Mini Ice Cream Bars 8 Pieces,Lotus,0.4,Frozen,Coop,2023-05-23
9783,8.5,Coop Icream Pistache 900ml,Coop,0.9,Frozen,Coop,2023-05-23
9784,,None,None,0.498,Frozen,Coop,2023-05-23
9785,6.95,Nice Fruit Pops Organic Apple & Strawberry 5x45ml,NICE,0.225,Frozen,Coop,2023-05-23
9786,6.95,Viennetta Vanilla Ice Cream Cake,Viennetta,0.65,Frozen,Coop,2023-05-23
9788,,None,None,0.252,Frozen,Coop,2023-05-23
9791,6.95,Sapori Fior di Latte e Amarena 600ml,Sapori d'Italia,0.6,Frozen,Coop,2023-05-23
9792,5.8,Naturaplan organic chestnut ice cream,Coop,0.48,Frozen,Coop,2023-05-23
9794,9.2,Big Fairtrade Almond ice creams 6x120 ml,Coop,0.72,Frozen,Coop,2023-05-23
9796,8.4,Ben&Jerry's Karamel Sutra,Ben&Jerry's,0.465,Frozen,Coop,2023-05-23
9805,,None,None,1.2,Frozen,Coop,2023-05-23
9806,,None,None,2.0,Frozen,Coop,2023-05-23
10299,11.7,Coop,Coop,6.0,Specific Diets,Coop,2023-05-23
10300,11.7,Coop,Coop,6.0,Specific Diets,Coop,2023-05-23
10302,2.1,Coop,Coop,1.0,Specific Diets,Coop,2023-05-23
10305,1.95,Coop,Coop,1.0,Specific Diets,Coop,2023-05-23
10343,2.1,Coop,Coop,1.0,Specific Diets,Coop,2023-05-23
10349,1.95,Coop,Coop,1.0,Specific Diets,Coop,2023-05-23
10353,5.8,Brunos French salad dressing,Brunos,0.5,Specific Diets,Coop,2023-05-23
10362,3.95,alpro Unsweetened Almond Drink,alpro,1.0,Specific Diets,Coop,2023-05-23
10365,3.3,Coop,Coop,1.75,Specific Diets,Coop,2023-05-23
10379,2.4,JaMaDu Apple Juice 4x20cl,Coop,0.8,Specific Diets,Coop,2023-05-23
10392,,None,None,1.0,Specific Diets,Coop,2023-05-23
10399,5.6,Fairtrade Orange Juice 4x1l,Coop,4.0,Specific Diets,Coop,2023-05-23
10410,9.4,Bio Extra Virgin Olive Oil Crete,Coop,0.5,Specific Diets,Coop,2023-05-23
10424,2.4,Emmi good day,Coop,1.0,Specific Diets,Coop,2023-05-23
10433,2.0,Coop,Coop,1.0,Specific Diets,Coop,2023-05-23
10444,6.5,Naturaplan Organic Maple Syrup,Coop,0.25,Specific Diets,Coop,2023-05-23
10448,1.4,Coop,Coop,0.5,Specific Diets,Coop,2023-05-23
10459,2.95,alpro Original Soya Drink with Calcium,alpro,1.0,Specific Diets,Coop,2023-05-23
10463,3.5,alpro Oat drink no sugars,alpro,1.0,Specific Diets,Coop,2023-05-23
10473,17.95,Naturaplan Bio Oliveoil extra vergine IGP Sicilia,Coop,1.0,Specific Diets,Coop,2023-05-23
10490,3.4,Fairtrade Ice Tea Lemon 4x1l,Coop,4.0,Specific Diets,Coop,2023-05-23
10491,2.8,Free From Halbrahm UHT 250ml,Coop,0.25,Specific Diets,Coop,2023-05-23
10502,3.5,Naturaplan Bio Orangensaft,Coop,0.75,Specific Diets,Coop,2023-05-23
10506,19.95,Naturaplan Bio Orangensaft 6x1l,Coop,6.0,Specific Diets,Coop,2023-05-23
10519,3.3,Coop,Coop,1.75,Specific Diets,Coop,2023-05-23
10521,3.95,Naturaplan Organic Elderflower Syrup,Coop,0.5,Specific Diets,Coop,2023-05-23
10535,9.6,Ramseier Naturaplan Organic Apple Schorle 6x50cl,Ramseier,3.0,Specific Diets,Coop,2023-05-23
10543,9.95,Brunos French salad dressing,Brunos,1.0,Specific Diets,Coop,2023-05-23
10548,2.0,Coop,Coop,1.0,Specific Diets,Coop,2023-05-23
10555,2.5,Naturaplan organic plain kefir yoghurt drink,Coop,0.5,Specific Diets,Coop,2023-05-23
10556,7.8,Filtered Apple Juice 4x1l,Coop,4.0,Specific Diets,Coop,2023-05-23
10559,2.95,Raspberry Syrup,Coop,0.75,Specific Diets,Coop,2023-05-23
10567,1.95,Naturaplan Organic Lemon Juice,Coop,0.2,Specific Diets,Coop,2023-05-23
10569,1.95,Oatly Oat Milk Barista Edition,OATLY,0.5,Specific Diets,Coop,2023-05-23
10574,2.8,Naturaplan Organic Cider Vinegar,Coop,0.5,Specific Diets,Coop,2023-05-23
10584,9.4,Naturaplan Organic D.O.P Dauno Olive Oil,Coop,0.5,Specific Diets,Coop,2023-05-23
10588,3.35,Karma Organic Almond Drink Barista,Coop,1.0,Specific Diets,Coop,2023-05-23
10592,2.4,Emmi good day Milk Drink UHT,Emmi good day,1.0,Specific Diets,Coop,2023-05-23
10593,2.25,Coop,Coop,1.0,Specific Diets,Coop,2023-05-23
10597,1.95,Alpro Soya Cooking Mix,alpro,0.25,Specific Diets,Coop,2023-05-23
10600,4.95,Naturaplan Organic Raspberry Syrup,Coop,0.5,Specific Diets,Coop,2023-05-23
10615,3.7,Strawberry Bifidus Yogurt Drink 2x  500ml,Coop,1.0,Specific Diets,Coop,2023-05-23
10625,2.95,Naturaplan Organic Apple Juice,Coop,0.75,Specific Diets,Coop,2023-05-23
10637,2.1,Coop,Coop,1.0,Specific Diets,Coop,2023-05-23
10639,6.95,Naturaplan organic extra virgin rapeseed oil,Coop,0.5,Specific Diets,Coop,2023-05-23
10640,2.7,Naturaplan Organic Coffee Cream,Coop,0.5,Specific Diets,Coop,2023-05-23
10645,7.5,Emmi Double Zero Caffè Latte 3x  230ml,Emmi Caffè Latte,0.69,Specific Diets,Coop,2023-05-23
10647,6.95,Bio Aceto Balsamico Modena 3 Blatt,Coop,0.5,Specific Diets,Coop,2023-05-23
10658,2.1,Coop,Coop,1.0,Specific Diets,Coop,2023-05-23
10660,4.5,Innocent Orange Juice with Pulp,innocent,0.9,Specific Diets,Coop,2023-05-23
10669,7.9,Fairtrade Zero Lemon Ice Tea 6x1.5l,Coop,9.0,Specific Diets,Coop,2023-05-23
10672,2.0,Coop,Coop,1.0,Specific Diets,Coop,2023-05-23
10680,6.85,Emmi Aktifit plus Strawberry Probiotic Drinks 10x65ml,Emmi Aktifit,0.65,Specific Diets,Coop,2023-05-23
10712,16.8,Ramseier Naturaplan Organic Apple Schorle 6x1.5l,Ramseier,9.0,Specific Diets,Coop,2023-05-23
10714,3.05,Free From Vollrahm UHT 250ml,Coop,0.25,Specific Diets,Coop,2023-05-23
10725,1.3,Fairtrade UHT Chocato Milk Drink 2x  250ml,Coop,0.5,Specific Diets,Coop,2023-05-23
10731,11.4,El Tony Mate 6x  33cl,El Tony,1.98,Specific Diets,Coop,2023-05-23
10734,2.8,Emmi Yogi Raspberry Yogurts 2x200ml 2x  200ml,Emmi,0.4,Specific Diets,Coop,2023-05-23
10757,2.0,Karma Bio Sojadrink,Coop,1.0,Specific Diets,Coop,2023-05-23
10762,3.0,Karma Organic Rice Drink with Calcium,Coop,1.0,Specific Diets,Coop,2023-05-23
10766,3.75,alpro Barista oat milk,alpro,1.0,Specific Diets,Coop,2023-05-23
10768,9.7,Magnum After Dinner Mini Chocolate Ice Cream Bars 10 Pieces,Magnum,0.35,Specific Diets,Coop,2023-05-23
10776,2.25,Naturaplan Organic Fairtrade Mango Lassi,Coop,0.25,Specific Diets,Coop,2023-05-23
10777,11.5,Naturaplan Organic Unsweetened Alp Herbs Ice Tea 6x1l,Coop,6.0,Specific Diets,Coop,2023-05-23
10779,3.25,Coop,Coop,0.5,Specific Diets,Coop,2023-05-23
10780,9.95,Naturaplan Gran Alpin Senza 6x33cl,Coop,1.98,Specific Diets,Coop,2023-05-23
10784,1.2,Coop,Coop,0.5,Specific Diets,Coop,2023-05-23
10791,8.95,Red Bull Energy Drink Sugarfree 6x25cl,Red Bull,1.5,Specific Diets,Coop,2023-05-23
10792,1.55,Naturaplan Organic Natural Sour Buttermilk,Coop,0.5,Specific Diets,Coop,2023-05-23
10805,23.95,Red Bull Sugarfree 24x25cl,Red Bull,6.0,Specific Diets,Coop,2023-05-23
10806,3.95,Naturaplan Bio PinkGrapefruitsaft,Coop,0.75,Specific Diets,Coop,2023-05-23
10815,1.95,Rama,Coop,0.2,Specific Diets,Coop,2023-05-23
10841,5.9,Biotta Naturaplan Organic Vegetable Cocktail 2x  50cl,Biotta,1.0,Specific Diets,Coop,2023-05-23
10855,5.1,Andros Clementine Juice,Andros,1.0,Specific Diets,Coop,2023-05-23
10863,2.0,Coop,Coop,1.0,Specific Diets,Coop,2023-05-23
